Date,Name,Category,Type,Amount,Notes,Created,January,February,March,April,May,June,July,August,September,October,November,December
"March 13, 2024",Cơm gà,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),127000,,"March 13, 2024 8:34 PM",0,0,127000,0,0,0,0,0,0,0,0,0
"March 14, 2024",Tín dụng thẻ,Hoá đơn - Thanh toán định kì (https://www.notion.so/Ho-n-Thanh-to-n-nh-k-69e6e15431934b5bb36651c0332101da?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),4708000,,"March 14, 2024 4:38 PM",0,0,4708000,0,0,0,0,0,0,0,0,0
"March 14, 2024",Matcha bar,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),200000,,"March 15, 2024 7:11 AM",0,0,200000,0,0,0,0,0,0,0,0,0
"March 14, 2024",Coffee hạt Hoof,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),150000,,"March 15, 2024 7:12 AM",0,0,150000,0,0,0,0,0,0,0,0,0
"March 14, 2024",Đổ xăng,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),50000,,"March 15, 2024 7:13 AM",0,0,50000,0,0,0,0,0,0,0,0,0
"March 14, 2024",Trái cây,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),95000,,"March 15, 2024 7:13 AM",0,0,95000,0,0,0,0,0,0,0,0,0
"March 15, 2024",Bắp trái,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),15000,,"March 16, 2024 7:55 AM",0,0,15000,0,0,0,0,0,0,0,0,0
"March 15, 2024",Ăn sáng bún,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),33000,,"March 16, 2024 7:56 AM",0,0,33000,0,0,0,0,0,0,0,0,0
"March 15, 2024",Dừa trái,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),24000,,"March 16, 2024 7:56 AM",0,0,24000,0,0,0,0,0,0,0,0,0
"March 16, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"March 16, 2024 6:30 PM",0,0,65000,0,0,0,0,0,0,0,0,0
"March 16, 2024",Gửi xe wall street,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),4000,,"March 16, 2024 6:30 PM",0,0,4000,0,0,0,0,0,0,0,0,0
"March 17, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),157000,,"March 17, 2024 8:38 AM",0,0,157000,0,0,0,0,0,0,0,0,0
"March 17, 2024",Cà phê aD,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),165000,,"March 17, 2024 4:00 PM",0,0,165000,0,0,0,0,0,0,0,0,0
"March 17, 2024",Gas,Hoá đơn - Thanh toán định kì (https://www.notion.so/Ho-n-Thanh-to-n-nh-k-69e6e15431934b5bb36651c0332101da?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),438000,,"March 17, 2024 4:59 PM",0,0,438000,0,0,0,0,0,0,0,0,0
"March 18, 2024",Bún bò,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),70000,,"March 18, 2024 5:42 PM",0,0,70000,0,0,0,0,0,0,0,0,0
"March 18, 2024",Cà phê shin,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),161000,,"March 18, 2024 5:43 PM",0,0,161000,0,0,0,0,0,0,0,0,0
"March 19, 2024",Bún + cà chua + giá đỗ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),21000,,"March 19, 2024 8:09 AM",0,0,21000,0,0,0,0,0,0,0,0,0
"March 19, 2024",Cà phê Pasio,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),50000,,"March 19, 2024 8:10 AM",0,0,50000,0,0,0,0,0,0,0,0,0
"March 17, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),157000,,"March 19, 2024 8:12 AM",0,0,157000,0,0,0,0,0,0,0,0,0
"March 18, 2024",Bún bò,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),70000,Ăn trưa,"March 19, 2024 8:13 AM",0,0,70000,0,0,0,0,0,0,0,0,0
"March 20, 2024",Bún đậu,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),75000,,"March 20, 2024 4:11 PM",0,0,75000,0,0,0,0,0,0,0,0,0
"March 20, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"March 21, 2024 11:51 PM",0,0,65000,0,0,0,0,0,0,0,0,0
"March 20, 2024",Rau + chuối,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),50000,,"March 21, 2024 11:52 PM",0,0,50000,0,0,0,0,0,0,0,0,0
"March 21, 2024",Bánh tráng trộn,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),30000,,"March 21, 2024 11:52 PM",0,0,30000,0,0,0,0,0,0,0,0,0
"March 21, 2024",Để xe Lotte,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),4000,,"March 21, 2024 11:53 PM",0,0,4000,0,0,0,0,0,0,0,0,0
"March 21, 2024",Trứng gà,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),6000,,"March 21, 2024 11:54 PM",0,0,6000,0,0,0,0,0,0,0,0,0
"March 22, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),56000,,"March 22, 2024 9:49 PM",0,0,56000,0,0,0,0,0,0,0,0,0
"March 22, 2024",Bánh mì,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),40000,,"March 22, 2024 9:50 PM",0,0,40000,0,0,0,0,0,0,0,0,0
"March 22, 2024",Cà phê Hummingbird,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),160000,,"March 22, 2024 9:50 PM",0,0,160000,0,0,0,0,0,0,0,0,0
"March 22, 2024",Cà phê hạt Hummingbird,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),335000,,"March 22, 2024 9:51 PM",0,0,335000,0,0,0,0,0,0,0,0,0
"March 22, 2024",Thảm Yoga,Sức khoẻ (https://www.notion.so/S-c-kho-e0597c901e1948e780fec8fbaba7f052?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),325000,,"March 22, 2024 9:51 PM",0,0,325000,0,0,0,0,0,0,0,0,0
"March 22, 2024",Yến mạnh + hạt hướng dương,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),322000,,"March 22, 2024 9:52 PM",0,0,322000,0,0,0,0,0,0,0,0,0
"March 22, 2024",Trái cây Aeon Mall,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),265000,Táo + dâu tây,"March 22, 2024 9:52 PM",0,0,265000,0,0,0,0,0,0,0,0,0
"March 23, 2024",Trứng + mì tôm,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),38000,,"March 23, 2024 8:47 PM",0,0,38000,0,0,0,0,0,0,0,0,0
"March 23, 2024",Đổ xăng,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),50000,,"March 23, 2024 8:47 PM",0,0,50000,0,0,0,0,0,0,0,0,0
"March 23, 2024",Chè,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),40000,,"March 23, 2024 8:47 PM",0,0,40000,0,0,0,0,0,0,0,0,0
"March 24, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),286000,,"March 24, 2024 3:36 PM",0,0,286000,0,0,0,0,0,0,0,0,0
"March 25, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"March 26, 2024 2:51 PM",0,0,65000,0,0,0,0,0,0,0,0,0
"March 26, 2024",Gửi xe lotte,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),4000,,"March 26, 2024 2:52 PM",0,0,4000,0,0,0,0,0,0,0,0,0
"March 26, 2024",Lotte,Mua sắm (https://www.notion.so/Mua-s-m-d4dae4175a014e4ca1ec27da23dd373b?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),218000,"nước rửa chén, tiêu, hạt nêm, cháo gói","March 26, 2024 11:04 PM",0,0,218000,0,0,0,0,0,0,0,0,0
"March 26, 2024",Gà rán Lotte,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),97000,,"March 26, 2024 11:43 PM",0,0,97000,0,0,0,0,0,0,0,0,0
"March 27, 2024",Ăn Hàn Quốc,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),300000,,"March 28, 2024 10:00 AM",0,0,300000,0,0,0,0,0,0,0,0,0
"March 27, 2024",Bánh Hỷ Long Môn,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Lãng phí (Wasted) (https://www.notion.so/L-ng-ph-Wasted-072aa5468ba548e3a634e90258b6a4cc?pvs=21),70000,,"March 28, 2024 10:01 AM",0,0,70000,0,0,0,0,0,0,0,0,0
"March 28, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),56000,,"March 28, 2024 10:01 AM",0,0,56000,0,0,0,0,0,0,0,0,0
"March 28, 2024",Lotte,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),220000,"Xà lách, maysone, chuối, táo","March 28, 2024 10:06 PM",0,0,220000,0,0,0,0,0,0,0,0,0
"March 28, 2024","Bút chì ",Giáo dục (https://www.notion.so/Gi-o-d-c-dfb222b500634e0e9d0fb389b495154a?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),10000,,"March 28, 2024 10:07 PM",0,0,10000,0,0,0,0,0,0,0,0,0
"March 29, 2024",Bún đậu,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),82000,,"March 30, 2024 12:28 PM",0,0,82000,0,0,0,0,0,0,0,0,0
"March 30, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),50000,,"March 30, 2024 12:28 PM",0,0,50000,0,0,0,0,0,0,0,0,0
"March 30, 2024",Cà phê Hummingbird,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),140000,,"March 30, 2024 12:29 PM",0,0,140000,0,0,0,0,0,0,0,0,0
"March 30, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"March 30, 2024 12:29 PM",0,0,65000,0,0,0,0,0,0,0,0,0
"March 30, 2024",Rau,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),17000,,"March 30, 2024 9:48 PM",0,0,17000,0,0,0,0,0,0,0,0,0
"April 4, 2024",Nước,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),65000,,"April 1, 2024 11:11 AM",0,0,0,65000,0,0,0,0,0,0,0,0
"April 1, 2024",Card điện thoại,Other (https://www.notion.so/Other-a986c0546fd64d92af8b5fdf74a9f1c4?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),100000,,"April 1, 2024 11:11 AM",0,0,0,100000,0,0,0,0,0,0,0,0
"April 1, 2024",Đi chợ,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),323000,,"April 1, 2024 11:12 AM",0,0,0,323000,0,0,0,0,0,0,0,0
"April 1, 2024",Cắt tóc,Sức khoẻ (https://www.notion.so/S-c-kho-e0597c901e1948e780fec8fbaba7f052?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),70000,,"April 1, 2024 11:12 AM",0,0,0,70000,0,0,0,0,0,0,0,0
"April 1, 2024",quả chanh + tắt,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),6000,,"April 1, 2024 11:13 AM",0,0,0,6000,0,0,0,0,0,0,0,0
"April 1, 2024",Gửi xe lotte,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),4000,,"April 1, 2024 11:41 PM",0,0,0,4000,0,0,0,0,0,0,0,0
"April 1, 2024","GIấy ăn ",Mua sắm (https://www.notion.so/Mua-s-m-d4dae4175a014e4ca1ec27da23dd373b?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),33000,,"April 1, 2024 11:41 PM",0,0,0,33000,0,0,0,0,0,0,0,0
"April 1, 2024",Chuối,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),12000,,"April 1, 2024 11:42 PM",0,0,0,12000,0,0,0,0,0,0,0,0
"April 1, 2024",Phúc long,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),45000,,"April 1, 2024 11:42 PM",0,0,0,45000,0,0,0,0,0,0,0,0
"April 1, 2024",Trứng và tỏi,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),35000,,"April 1, 2024 11:43 PM",0,0,0,35000,0,0,0,0,0,0,0,0
"April 2, 2024",Chè,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),85000,,"April 3, 2024 7:34 AM",0,0,0,85000,0,0,0,0,0,0,0,0
"April 2, 2024",Cơm tấm + Bún mắm,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),86000,,"April 3, 2024 7:35 AM",0,0,0,86000,0,0,0,0,0,0,0,0
"April 3, 2024",Highland,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),55000,,"April 3, 2024 12:04 PM",0,0,0,55000,0,0,0,0,0,0,0,0
"April 3, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),66000,,"April 3, 2024 12:04 PM",0,0,0,66000,0,0,0,0,0,0,0,0
"April 4, 2024",Bánh mì,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),17000,,"April 4, 2024 10:17 AM",0,0,0,17000,0,0,0,0,0,0,0,0
"April 4, 2024",Cà phê Passio,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),50000,,"April 4, 2024 10:17 AM",0,0,0,50000,0,0,0,0,0,0,0,0
"April 4, 2024",Đổ xăng,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),50000,,"April 4, 2024 10:18 AM",0,0,0,50000,0,0,0,0,0,0,0,0
"April 3, 2024",Lotte,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),216000,"Táo, sữa, nước rửa tay","April 4, 2024 10:18 AM",0,0,0,216000,0,0,0,0,0,0,0,0
"April 5, 2024",Netflix,Giải trí (https://www.notion.so/Gi-i-tr-a2c19c813ed640deabf3fecf04dfafe0?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),53000,,"April 5, 2024 8:40 PM",0,0,0,53000,0,0,0,0,0,0,0,0
"April 5, 2024",Dừa,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),26000,,"April 5, 2024 8:40 PM",0,0,0,26000,0,0,0,0,0,0,0,0
"April 5, 2024",Ăn sáng,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),70000,,"April 5, 2024 8:41 PM",0,0,0,70000,0,0,0,0,0,0,0,0
"April 5, 2024",Cà phê ở Sala,Cà phê (https://www.notion.so/C-ph-331b55dad1ec48bebb3fcf6dae9e8cc5?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),100000,,"April 5, 2024 8:41 PM",0,0,0,100000,0,0,0,0,0,0,0,0
"April 6, 2024",Tiền nhà,Hoá đơn - Thanh toán định kì (https://www.notion.so/Ho-n-Thanh-to-n-nh-k-69e6e15431934b5bb36651c0332101da?pvs=21),Phải chi (Must have) (https://www.notion.so/Ph-i-chi-Must-have-fb3b0be36d0f495997f83ca90e8df66c?pvs=21),5030000,,"April 6, 2024 10:03 AM",0,0,0,5030000,0,0,0,0,0,0,0,0
"April 6, 2024",Chè,Thực phẩm (https://www.notion.so/Th-c-ph-m-ef27e256a4ba47258728769a71c38f85?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),30000,,"April 7, 2024 1:59 PM",0,0,0,30000,0,0,0,0,0,0,0,0
"April 6, 2024",Gửi xe lotte,Đi lại (https://www.notion.so/i-l-i-90e61bd171bc4d538722d78bea485584?pvs=21),Phát sinh (Nice to have) (https://www.notion.so/Ph-t-sinh-Nice-to-have-3f752b74ede6432499aed1bac04eebdd?pvs=21),4000,,"April 7, 2024 2:00 PM",0,0,0,4000,0,0,0,0,0,0,0,0
